gennames	TS1	TS2	TS3	BS1	BS2	BS3	NS1	NS2	MS1	MS2	MS3	MS4	DS1	DS2	DS3	MK
ZNF717	12.95	14.99	41.15	17.26	36.26	206.73	21.23	19.23	23.14	31.46	48.72	9.31	62.32	29.54	98.39	25.4
MLLT6	48.85	41.11	199.89	17.27	36.05	103.61	60.81	30.93	19.39	29.23	23.16	9.36	15.15	12.75	21.02	26.2
CDKL3	22.87	25.34	211.85	15.63	21.75	59.59	32.33	46.32	16.66	29.03	19.47	9.37	96.66	43.05	35.59	12.92
SPINK2	23.22	25.4	50.35	29.13	36.12	96.14	20.95	211.99	12.89	14.93	17.33	9.31	59.08	31.98	40.74	19.47
CYB5D2	23.45	25.13	97.28	15.02	31.89	211.51	36.56	47.91	12.79	18.96	29.5	9.31	60.3	21.2	40.95	17.61
CACNA1D	36.21	61.35	21.86	46.87	20.1	9.02	17.41	95.8	23.03	32.08	43.06	15.13	211.99	28.75	12.71	24.02
RP11-48B3.3	25.1	60.12	96.8	38.14	37.63	24.69	47.45	19.45	9.71	16.13	33.76	12.57	211.95	27.73	20.92	16.63
JADE3	12.93	9.52	31.91	36.18	201.87	40.76	17.22	15.2	26.89	25	25.82	19.39	52.06	96.4	62.68	21.41
RP11-53I6.3	24.68	31.18	104.24	17.95	47.82	12.79	42.25	21.67	15.33	18.84	36.12	9.37	202.8	23.13	61.78	29.59
CACNA1F	17.3	15.12	40.58	31.9	35.49	9.02	25.95	9.02	20.82	48.68	23.33	19.98	98.89	63.01	206.01	28.93
MLC1	36.12	21.21	208.8	12.77	19.26	9.02	99.94	60.81	25.39	31.96	48.68	17.51	41.02	15.05	28.61	23.16
LINC01134	17.2	26.81	48.56	15.16	27.3	209.91	32.32	9.02	36.02	23.44	41.44	21.23	65.22	19.29	79.41	12.9
HS3ST3B1	36.18	28.93	95.64	12.79	20.28	32.92	40.35	25.4	19.65	15.06	17.94	9.31	61.93	212.01	48.24	23.09
C6orf25	36.15	24.11	9.02	21.47	41.03	9.02	60.31	48.36	19.27	24.67	28.57	17.18	32.25	97.28	9.02	212.01
QPCTL	23.25	33.29	25.7	17.55	45.43	210.43	19.24	42.15	13.11	28.54	21.12	9.74	96.83	37.2	59.55	14.65
RP11-418J17.1	23.51	21.33	98.93	31.78	41.44	208.23	12.92	25.8	19.34	28.7	15.37	9.31	59.19	36.27	48.51	16.96
RP1-78O14.1	31.95	96.27	9.02	60.82	48.88	9.02	25.32	9.02	35.37	23.31	41.24	19.35	211.85	29.82	9.02	21.17
ZNF302	15.02	25.41	60.73	18.79	29.2	96.64	17.81	31.96	12.79	23.22	36.01	9.31	212.01	40.98	48.78	21.18
AC241377.2	23.16	48.35	206.3	101.71	19.68	9.02	32.32	61.08	40.46	21.49	36.04	25.26	17.32	14.92	9.02	29.33
CTC-490G23.2	25.17	28.93	9.02	9.02	9.02	9.02	32.21	9.02	169.28	49.07	41.21	61.02	35.85	9.02	9.02	138.62
SIRT7	27.62	19.18	210.52	12.79	26.65	98.52	32.51	15.12	21.4	36.7	60.31	9.31	41.52	17.29	47.05	23.02
SERHL2	20.91	25.24	36.17	48.67	41.95	9.02	17.56	12.77	19.68	32.03	29.01	22.95	60.93	212.01	94.81	14.99
ADHFE1	61.84	48.45	211.94	16.84	20.97	9.02	95.76	29.24	23.53	25.11	19.54	15.48	40.56	12.79	36.15	32.25
CCL1	35.94	9.02	9.02	9.02	9.02	9.02	9.02	9.02	48.43	110.3	61.14	40.96	9.02	9.02	9.02	196.6
LINC00562	43.19	32.29	211.82	19.17	18.24	9.02	77.51	23.25	15.16	28.26	50.21	12.79	75.25	26.05	36.27	20.84
RP11-586D19.1	32.32	39.97	95.79	15.02	36.61	9.02	21.1	17.53	12.93	19.36	59.37	28.52	211.88	23.38	50.35	26.07
RP3-467K16.4	97.29	37.8	25.79	23.18	48.45	9.02	212.02	31.95	19.44	21.11	39.33	17.33	60.27	14.92	9.02	28.75
ZNF558	22.83	21.63	211.94	13.16	14.6	61.3	19.27	25.78	28.91	31.88	36.14	9.41	49.02	41.48	93.44	17.33
COL26A1	28.78	25.63	9.02	9.02	9.02	58.98	35.79	48.83	31.98	9.02	40.74	9.02	97.27	212.01	9.02	9.02
TDG	18	15.02	97.29	12.79	19.47	211.75	23.2	20.23	32.16	28.88	36.18	9.31	48.68	40.98	60.26	25.36
COLQ	42.66	32.73	77.71	12.87	9.47	76.67	212.02	37.12	23.26	20.99	15.34	17.15	46.96	19.68	28.58	25.36
MYBL2	13.89	19	60.3	26.96	31.71	211.45	27.64	36.04	17.63	13.99	21.26	9.31	48.67	97.29	41.03	23.11
WBP4	21.15	15.02	159.75	9.31	28.24	137.91	17.79	18.64	32.15	36.19	49.04	12.79	59.95	23.7	25.48	40.92
TBX21	59.08	35.15	211.98	10.16	32.93	41	97.29	49.9	20.84	23.24	25.56	17.21	28.65	14.5	11.42	19.63
IGKV3-15	23.02	25.46	48.66	97.29	60.3	210.78	32.25	9.02	21.27	29.37	35.59	19.49	12.89	15.11	40.37	17.21
RRBP1	19.27	14.9	60.3	9.31	12.95	211.88	23.22	21.2	32.25	28.84	41.06	17.28	48.68	97.29	35.97	25.4
CDH23	15.02	19.3	21.56	12.79	22.79	35.78	17.33	9.31	28.93	41.33	212.02	25.36	48.26	60.3	97.2	32.45
NRP1	12.87	21.03	15.12	19.13	17.18	48.39	9.57	40.73	28.75	36.42	25.72	23.22	61.86	212.01	95.56	31.93
FAM200A	23.67	26.74	211.96	19.74	49.35	20.23	39.87	13.24	17.17	31.51	34.19	9.31	63	30.93	78.88	14.81
ZNF385C	19.3	36.83	39.79	25.35	28.89	9.02	32.5	48.22	17.36	21.35	23.32	15.16	60.29	195.83	113.35	12.77
NPIPB15	20.75	26.1	11.55	14.87	96.42	211.69	28.43	20.25	31.36	48.75	36.21	17.39	23.38	10.57	59.34	41.56
PAFAH1B2	19.34	21.15	97.28	23.17	41.11	211.67	17.26	12.79	31.19	36.01	60.31	9.31	48.68	15.09	29.8	25.41
RP1-191J18.66	19.75	23.31	48.94	15.03	40.59	32.19	20.79	26.12	12.86	17.51	28.1	9.37	210.29	62.01	81.34	36.7
RGL2	17.1	21.16	29.36	9.57	25.52	211.02	15.25	12.53	34.92	47.81	33.07	19.29	97.29	23.21	59.85	41.77
CBX1	23.34	12.79	107.51	21.15	52.13	201.18	29.05	15.38	17.08	32.02	53.77	9.31	36.01	19.2	44.13	25.21
HBG2	23.18	28.68	95.85	25.43	9.02	9.02	41.37	35.85	32.27	19.9	49.24	9.02	20.49	59.24	9.02	212.01
HLA-G	34.98	48.31	99	19.13	32.95	210.03	29.21	17.31	9.36	25.34	41.84	12.96	59.88	14.94	23.07	21.34
HS3ST1	14.49	19.21	13.5	47.92	41.87	9.02	35.69	29.69	21.21	23.25	31.39	17.2	60.3	212.01	97.2	25.6
LOXL1	36.58	210.09	97.9	9.02	9.02	9.02	28.66	9.02	25.44	40.52	23.4	32.17	61	21.19	9.02	49.16
AHI1	25.36	22.86	60.13	21.56	35.96	96.96	31.76	29.35	12.79	15.02	19.17	9.31	41.11	212.01	48.77	17.4
BACH1-AS1	35.45	23.42	64.17	21.4	32.32	9.02	41.15	14.92	17.42	28.25	49.02	19.15	94.26	26.3	209.18	9.02
TYK2	15.61	19.41	211.98	9.31	23.29	96.1	16.77	12.79	37.17	42.22	32.24	25.29	49.15	21.02	58.29	28.88
ZNF202	27.12	17.31	93.49	32.17	58.5	210.38	26.4	12.49	14.96	21.23	23.94	9.7	53.88	19.24	41.19	36.09
SLC12A3	9.02	25.32	35.66	21.08	32.21	48.34	19.17	41.12	17.39	23.31	28.93	9.02	60.16	212.01	97.05	9.02
RP11-764K9.1	32.12	23.76	9.02	9.02	41.34	9.02	21.43	9.02	36.12	48.74	100.88	19.43	24.48	60.8	159.86	28.94
ZMYM3	17.12	24.99	48.88	12.59	60.82	208.93	15.6	21	19.68	36.2	32.18	9.51	42.12	28.91	96.64	22.97
C1orf186	15.43	23.19	25.51	36.05	41.11	98.56	9.31	31.99	12.89	17.2	21.23	18.87	48.68	210.08	60.77	28.87
RP11-763B22.4	60.12	97.29	211.96	29.01	35.43	40.79	32.94	48.54	17.31	19.54	13.73	15.88	23.25	19.11	9.02	25.41
ZBTB40	32.25	21.14	98.28	16.25	25.92	208.9	23.24	9.41	36.11	41.35	60.81	12.93	48.29	18.85	16.28	28.27
BCAS4	28.8	25.4	62.02	48.46	95.57	211.29	23.26	21.15	13.05	17.3	19.31	9.31	40.57	32.16	36.75	14.77
RND2	28.64	41.94	33.1	63.23	50.56	9.02	22.97	15.05	21.34	35.15	25.84	17.42	211.98	90.58	9.02	19.35
OCLN	22.86	28.89	49.67	19.72	39.73	98.31	20.61	32.41	36.59	12.56	25.29	9.63	60.66	18.37	208.38	14.97
C3orf18	130.6	57.62	41.86	32.18	36.27	9.02	176.17	28.66	17.23	22.87	19.85	13.04	25.25	21.08	52.57	15
RP11-178L8.3	21.27	42.01	29.34	23.07	36.11	97.04	19.31	57.26	15.37	25.48	32.47	17.34	210.22	49.16	9.02	12.81
PCDHGA10	41.22	35.65	28.87	24.64	49.17	98.56	60.48	24.08	16.8	15.41	21.14	19.39	208.7	32.63	9.02	9.02
AC092580.4	97.29	48.57	211.96	15.02	26.48	36	41.14	60.3	21.45	19.32	27.71	17.33	22.94	12.79	9.28	32.16
ARHGAP44	30.19	21.47	25.52	48.18	98.87	205.89	32.09	41.88	14.98	19.33	34.64	13.21	60.79	23.07	9.02	17.13
LINC00264	31.25	22.98	21.38	19.41	38.42	9.02	17.13	26.21	56.41	49.52	182.33	15.54	47.9	120.39	27.65	12.86
SEC23A	19.09	15.02	97.28	12.59	36.3	211.82	17.53	26.48	27.59	21.38	32.52	9.52	59.62	49.36	40.45	23.04
ZNF665	21.24	47.37	15.22	42.39	59.77	208.86	31.42	35.74	9.37	17.17	19.29	12.86	98.87	25.79	23.34	29.56
LINC01551	28.81	40.93	25.37	60.3	98.81	9.02	35.72	23.24	13.03	15.1	21.29	18.38	210.42	32.79	47.78	18.14
RP11-498P14.5	36.2	48.59	201.56	28.31	60.79	105.19	32.26	23.27	10.11	19.3	21.23	12.43	40.89	17.05	25.64	14.98
CCL5	97.29	48.56	211.89	17.16	28.88	36.19	60.31	41.03	19.27	24.36	24.22	15.16	21.2	9.31	12.78	32.16
ZNF582-AS1	23.22	32.06	209.53	63.63	49.17	9.02	39.8	37.3	21.03	16.9	29.01	15.54	95.67	25.36	9.02	19.33
CSNK1A1	21.2	17.5	97.28	12.79	23.22	211.79	19.07	15.02	36.05	32.16	41.11	9.31	60.3	25.47	48.66	28.77
KIR3DX1	41.9	19.47	49.48	15.06	35.95	94.78	210.06	32.32	17.4	21.61	22.85	12.93	59.45	25.62	27.31	9.02
CRIM1	36.02	23.16	203.29	19.63	21.09	41.45	47.96	32.37	12.9	14.99	17.36	9.31	60.12	105.93	28.59	25.32
RHOBTB3	40.7	15.06	97.26	12.96	55.31	24.01	212.02	33.06	28.84	22.88	35.88	9.42	53.32	22.38	17.62	19.02
CTA-212A2.3	36.67	25.66	59.98	15.86	95.61	9.02	41.28	21.38	16.88	28.85	49.47	19.16	212	32.23	9.02	22.78
KDM5B	16.61	15.72	94.07	12.79	46.99	66.3	20.58	32.3	22.8	29.15	36.05	9.31	42.38	22.64	206.71	23.01
CNOT6L	39.19	28.2	211.99	12.79	26.21	97.05	59.97	31.97	15.09	23.27	39.55	9.31	47.38	19.4	17.23	21.05
DLEC1	25.68	23.63	51.04	14.77	56.84	9.02	33.36	13.11	21.12	19.47	96.68	17.33	211.97	28.66	39.07	37.39
RP11-783K16.5	25.44	28.58	9.02	19.17	9.02	9.02	9.02	48.66	35.59	32.62	41.11	23.35	60.3	97.29	211.91	21.08
RAMP1	40.48	31.88	70.6	12.93	21	28.69	85.97	212	9.53	19.53	17.06	15.07	36.64	25.51	48.51	23.25
BORCS8-MEF2B	19.47	36.4	209.44	17.24	93.84	9.02	12.9	15.08	25.54	30.45	30.36	21.51	64.62	23.88	48.64	40.74
EGR1	23.52	24.74	35.93	19.34	29.06	59.44	21.44	9.31	41.56	212.02	48.88	32.09	12.79	15.12	17.13	97.29
SPIRE2	40.74	17.39	64.23	21.59	28.71	207.68	48.64	32.04	23.24	19.04	36.8	15.16	95.1	12.79	9.02	25.28
FBXL22	23.25	32.42	98.84	21.23	41.25	208.3	25.57	35.62	9.65	19.3	17.3	15.02	28.86	59.77	48.75	12.46
ZNF589	18.17	21.21	41.14	9.37	23.65	205.89	18.35	12.83	25.21	35.88	32.52	15.19	69.38	83.22	55.73	28.71
SUCNR1	19.2	17.43	9.02	23.22	9.02	9.02	21.14	25.15	41.16	32.53	210.37	29.01	60.14	98.93	47.92	35.79
RP11-442N24__B.1	26.15	12.86	32.09	28.39	37.61	48.34	9.42	210.39	21.01	23.32	19.89	15.31	60.08	17.17	96.65	39.92
AC009950.2	21.24	29.53	23.89	41.27	96.75	33.76	12.74	15.02	9.46	24.64	33.71	17.42	212	59.58	49.39	19.23
GRHL1	25.31	32.27	60.3	17.94	14.86	92.86	28.32	9.78	18.55	24.06	36.35	21.24	211.95	41.37	48.48	12.96
C1QA	25.36	23.2	60.66	17.93	32.16	96.43	28.88	9.31	41.36	48.42	212.02	18.67	21.09	14.85	13.05	36.33
LDB2	48.68	35.96	60.79	9.02	25.38	9.02	96.75	211.99	21.06	32.03	19.34	23.29	40.76	28.93	9.02	9.02
SAG	21.9	29.12	39.44	39.09	58.97	9.02	14.94	12.87	19.82	48.37	32.59	17.3	96.8	22.6	210.8	24.74
EGLN3	22.98	35.99	31.97	9.36	12.74	48.2	28.92	41.11	19.12	15.08	17.39	21.44	95.03	62.56	211.81	25.62
SMIM11B	20.77	48.68	201.69	25.6	40.4	9.02	60.31	12.82	17.36	32.34	36.28	19.73	107.45	28.81	23.03	15.06
SEC61A2	31.97	25.42	200.52	12.67	48.68	20.92	30.1	35.34	15.09	17.42	23.22	9.52	62.48	106.5	40.53	19.17
TRIM46	49.38	98.88	60.24	25.27	40.41	207.64	36.14	12.75	15.12	17.48	21.43	28.85	32.22	23.12	9.02	19.47
AFAP1L2	48.73	36.05	211.85	31.21	97.28	9.02	41.2	60.14	15.06	23.08	19.33	21.25	25.42	29.55	9.02	17.45
MSLN	23.18	32.27	9.02	9.02	17.24	58.98	19.35	28.87	36.27	25.46	48.66	21.21	104	41.2	204.58	15
KB-1125A3.12	23.02	29.45	15.38	32.91	40.05	48.57	35.7	10.14	12.29	19.44	25.78	16.92	96.74	59.96	210.8	21.16
SLC25A46	17.33	14.49	97.28	13.33	32.16	211.4	19.65	22.93	25.99	28.25	36.1	9.31	60.03	41.91	48.04	21.08
CSF2RB	15.02	19.27	23.24	17.3	21.2	209.91	12.65	9.46	48.6	36.19	32.16	25.33	41.04	60.3	98.69	28.88
BOLA2	23.13	60.37	98.37	41.9	17.21	9.02	25.71	14.96	21.3	29.78	48.28	35.97	209.87	19.55	9.02	30.99
NUDT12	15.06	20.14	9.02	31.1	59.95	35.74	17.44	23.03	29.98	41.05	48.73	20.51	98.76	210.53	9.02	25.43
ZDHHC8	19.31	17	87.23	9.31	22.78	209.28	21.6	12.92	36.05	41.11	29.07	15.19	31.87	25.46	70.52	49.35
TRBC1	96.7	41.34	212.01	19.24	28.88	49.13	60.12	36.05	21.2	23.25	25.33	15.19	17.16	9.46	12.62	32.16
LINC00869	63.61	41.15	210.21	23.34	32.16	95.13	48.85	36.19	15.02	21.26	17.38	12.79	19.18	9.31	25.23	28.79
RTKN	25.72	18.26	35.18	21.58	28.52	96.82	41.56	33.03	14.27	18.42	9.31	13.54	48.59	210.54	60.59	22.72
METTL3	23.53	19.29	97.28	25.05	32.2	211.24	28.88	14.97	12.85	21.18	41.22	9.31	60.3	36.07	48.38	17.3
LINC00959	28.88	48.74	211.82	19.13	63.67	9.02	25.11	32.88	17.5	21.23	40.62	12.89	93.74	23.69	34.44	14.99
LRTOMT	21.63	22.79	97.27	17.12	35.83	210.75	19.24	9.36	25.84	28.51	47.29	15.26	60.29	32.5	12.66	42.24
RCAN3	15.05	208.36	100.94	25.24	60.12	35.69	9.31	17.27	21.26	23.44	19.27	12.79	47.81	28.98	32.42	41.57
SLC43A1	42.74	23.22	208.84	9.42	15.06	99.88	37.11	25.67	29.46	31.69	21.15	19.27	58.26	17.29	11.32	47.54
AC241585.2	36.43	51.72	211.89	97.29	57.25	17.21	19.27	40.48	15.06	25.73	32.39	23.73	21.07	12.82	9.02	27.97
FXYD2	29.46	59.42	211.94	14.96	12.88	9.02	19.18	97.27	23.24	31.32	17.36	21.2	41.37	36.26	48.97	25.59
COL6A3	21.29	36.05	96.1	12.67	23.97	25.62	15.8	18.95	9.68	16.87	48.61	32.11	211.99	41.45	61	27.33
RP4-605O3.4	41.45	32.11	211.99	15.41	95.08	23.16	36.1	25.22	12.83	19.4	62.52	9.31	48.27	28.68	21.02	17.23
SHD	15.45	16.1	36.19	14.41	18.56	47.7	25.48	41.12	23.22	21.32	32.08	9.58	95.66	212.01	61.84	28.68
CLEC4F	12.96	32.54	24.57	21.16	28.88	100.44	15.3	40.93	17.32	24.52	206.49	35.5	60.8	19.31	9.02	48.49
RP11-713P17.3	31.64	41.08	100.72	25.32	29.49	9.02	36.71	62.03	17.97	21.32	14.91	13.45	205.85	23.11	45.7	18.27
RBBP4	16.72	17.11	203.3	12.79	32.16	105.85	23.22	28.88	18.26	25.36	36.05	9.31	60.17	41.11	48.78	20.71
MAP7D3	28.59	32.01	100.47	19.27	60.31	207.82	14.83	25.51	12.99	21.23	36.12	9.31	47.33	17.3	42.31	23.46
LAMB1	21.26	29.01	205.45	17.89	32.45	48	25	36.99	9.41	15.02	60.17	12.7	103.79	23.51	38.61	18.68
ANKRD9	25.83	28.08	211.95	14.72	36.27	95.55	20.74	13.13	17.28	19.9	47.62	9.31	61.35	31.75	41.57	24.02
CHGB	19.23	15.02	48.34	23.16	25.05	9.02	17.36	12.73	32.12	36.64	40.81	21.54	60.29	100.44	208.46	28.91
ZC3H12D	19.27	42.54	210.44	45.34	98.8	9.02	16.07	12.82	23.27	28.56	39.37	21.18	58.89	25.66	16.18	32.12
PRF1	60.31	36.05	212	12.89	24.01	41.02	97.29	48.68	19.27	21.25	28.81	9.31	32.06	15.05	17.15	24.66
RP11-71G12.1	9.02	32.21	48.97	9.02	9.02	9.02	9.02	41.09	35.99	23.03	28.88	21.08	96.81	212.01	60.12	25.12
PCMTD2	15.43	19.43	105.71	12.79	36.05	202.32	16.91	41.42	22.74	31.98	24.01	9.31	48.66	29.06	59.91	22.85
NEK8	15.95	19.36	42.25	35.38	47.66	98.22	16.42	9.41	21.59	23.56	28.96	12.7	60.64	210.08	32.68	24.51
CYSLTR1	9.31	18.33	21.26	32.21	50.09	35.87	15.09	25.31	18.16	28.93	41.05	12.79	97.29	212.01	58.83	23.2
DNAJC3	19.75	15.29	60.71	9.31	17.04	211.82	25.21	20.71	32.06	28.98	36.05	12.79	41.51	94.91	50.21	23.36
ZNF667	19.03	28.78	9.02	60.15	98.87	31.7	17.05	210.32	23.37	20.98	15.95	12.9	41.12	48.74	35.5	25.57
RP5-832C2.5	24.8	23.87	60.79	21.21	29.24	97.71	32.49	19.1	15.02	41.11	48.68	17.16	210.56	35.2	9.49	12.89
RP11-960L18.1	15.02	19.27	21.21	88.19	210.4	68.41	17.3	9.02	23.24	28.88	48.85	25.31	41.22	36.1	9.02	32.16
SLC28A2	32.12	92.16	36.77	15.09	40.86	9.02	65.05	28.96	19.3	21.35	25.67	17.3	211.95	47.83	9.02	23.22
KLRK1	101.13	41.11	51.84	22.98	17.85	31.71	60.54	204.75	15.65	18.43	28.81	9.63	35.93	12.59	25.15	21.54
SBF1	35.53	19.7	105.82	9.56	23.25	202.51	48.85	15.05	33.35	29.08	21.17	12.55	40.47	17.34	59.45	25.12
TTF2	18.4	18.01	100.89	12.79	40.58	207.4	15.2	29.37	21.24	31.66	37.06	9.31	60.3	25.33	48.06	23.19
TIAL1	28.88	17.31	98.79	12.79	41.05	209.84	25.34	19.31	23.21	32.16	36.11	9.31	60.3	15.21	48.65	20.98
SMOC1	9.02	36.27	9.02	40.85	9.02	9.02	9.02	48.64	9.02	28.78	32.17	25.27	97.28	212.01	59.1	9.02
RP11-214O1.3	47.5	35.83	96.79	15.4	25.33	9.02	42.28	32.27	23.16	17.72	18.79	12.79	60.75	212.01	28.87	20.95
PZP	98.88	60.31	48.92	23.22	21.22	205.91	36.35	32.16	17.44	25.22	19.3	15.22	9.02	28.88	41.29	12.86
SFTPD-AS1	25.4	32.23	50.59	15.02	95.98	9.02	35.77	13.03	18.3	20.3	60.53	19.34	210.46	41.31	28.89	23.26
SGSM1	44.55	39.98	211.96	21.23	42.97	27.9	93.11	25.65	17.11	15.08	23.44	9.47	32.11	61.72	12.87	19.29
ZNF578	41.11	35.31	211.95	48.68	23.12	30.66	60.78	96.8	9.74	17.19	19.3	12.63	29.29	21.48	25.14	15.21
PTK7	23.59	36.02	48.65	19.16	21.35	9.02	28.18	31.82	13.09	16.83	26.09	15.46	62.51	212.01	94.87	40.68
ITIH4	23.78	32.43	17.32	15.09	28.83	205.9	9.02	97	25.66	49.02	62.47	20.98	40.91	19.45	9.02	35.47
BTBD8	31.02	36.15	211.82	21.84	29.48	9.02	93.24	49.13	22.75	19.12	41.17	15.18	25.63	63.24	9.02	17.39
HDAC9	14.96	9.31	21.21	32.16	48.68	98.97	17.3	12.85	23.18	36.05	25.56	19.29	210.05	41.11	60.26	28.69
RP11-872J21.3	15.16	17.55	95.98	49.08	41.37	211.04	19.33	12.81	32.21	23.42	36.19	20.88	60.35	25.44	9.02	28.73
PRKRIP1	25.85	17.28	97.27	15.05	48.68	211.51	28.77	12.85	21.62	41.11	60.31	9.31	31.99	19.32	35.07	23.39
MDC1	33.79	23.16	98.73	17.27	29.06	208.97	41.78	48.29	15.05	19.31	21.24	9.36	34.19	25.63	59.51	12.75
DEPDC4	29.02	39.52	208.61	23.25	31.98	9.02	46.1	19.19	12.86	15.3	60.31	21.14	100.42	39.98	25.2	17.29
ARRDC1	21.2	17.5	152.46	9.31	24.65	64.1	19.08	12.85	28.91	36.05	151.53	14.97	50.05	23.92	41.08	32.13
MED15	57.5	23.22	211.98	9.37	17.42	45.88	32.67	21.04	43.76	29.03	97.29	13.03	36.44	14.86	19.39	25.41
MIR548XHG	46.3	20.32	99.47	20.89	15	9.02	40.96	33.64	18.15	26.61	27.39	22.65	60.33	208.36	37.29	12.84
EMX2OS	36.56	47.45	210.09	28.96	58.72	9.02	25.81	17.35	19.34	21.12	32.29	15.16	98.86	42.58	9.02	23.07
WDR89	37.75	32.22	211.97	21.57	60.3	24.11	39.98	28.45	12.79	17.36	19.56	9.31	97.28	24.25	47.68	15.02
RP3-323A16.1	22.98	31.06	40.94	48.99	95.72	62.26	29.6	19.26	14.89	17.14	21.52	9.31	209.89	25.9	35.99	13.08
CRX	15.09	62.79	23.23	40.84	25.19	9.02	19.58	32.04	21.09	29.02	93.87	17.45	211.95	49.4	35.83	12.86
AXL	12.81	21.32	60.09	35.87	15.16	9.02	18.84	40.97	17.56	25.24	32.22	23.38	97.29	48.84	211.98	28.86
NDUFAF2	21.2	27.93	97.28	9.58	32.16	211.69	19.24	17.33	26.19	36.05	41.21	12.72	50.84	14.84	57.89	23.33
YAF2	32.04	20.91	97.28	12.79	25.77	211.7	41.05	29.57	17.33	23.22	50.05	9.31	35.11	15.02	58.9	19.54
RP3-325F22.5	32.04	36	48.81	23.08	41.11	19.09	28.82	25.52	9.37	14.13	17.36	13.76	211.97	97.29	60.02	21.25
CNNM3	60.31	41.27	211.92	17.41	25.59	96.61	32.49	14.99	21.01	47.56	36.68	19.53	12.82	23.27	9.02	28.41
IGLV2-11	23.53	31.99	48.54	60.31	97.29	209.92	28.93	18.52	25.76	41.08	35.57	21.2	9.02	17.77	9.02	9.02
GGT6	32.5	25.95	52.52	21.26	210.57	9.02	12.86	37.84	17.6	15.09	54.3	19.15	93.93	24.35	27.7	43.83
UGCG	17.21	32.13	41.1	21.18	36.05	48.55	12.79	27.25	15.12	19.29	23.29	9.31	60.3	212.02	97.24	26.75
PROCA1	17.1	23.23	28.85	15.06	32.82	25.31	13.01	9.41	21.38	41.03	102.34	19.36	49.08	35.11	206.25	59.8
C1orf74	23.39	17.55	203.27	19.06	36.26	67.03	32.54	9.57	15.2	28.21	48.84	12.71	97.07	40.74	21.18	25.78
COPG1	17.65	12.95	97.28	9.31	23.17	211.63	19	21.17	32.16	28.88	36.05	14.87	49.54	58.81	41.71	25.36
TRIM35	26.36	57.83	50.85	9.31	28.58	95.02	22.68	19.97	15.09	17.45	32.7	12.82	211.99	35.42	40.66	21.51
COMMD10	21.02	15.02	93.88	12.79	25.36	63.02	23.22	32.11	17.3	28.92	36.05	9.31	48.83	41.11	211.83	19.45
MYT1L	15.23	40.78	9.41	35.95	98.2	25.85	17.81	29.77	22.77	31.39	48.49	12.89	210.5	19.15	59.65	21.4
HGS	21.76	22.66	98.76	12.75	29.28	209.7	25.36	9.42	36.34	31.8	60.31	18.92	45.78	15.23	17.36	43.65
SUOX	22.24	20.55	36.18	12.75	9.36	209.9	17.88	32.43	29.12	40.84	97.29	15.05	60.12	20.25	48.13	25.51
ZNF529	25.77	40.3	211.95	28.57	59.94	32.24	23.25	13.59	15.87	21.23	19.3	9.37	94.01	36.46	51.57	15.76
LINC01116	21.11	29.06	41.2	25.47	48.85	18.33	23.13	32.68	9.42	15.33	36.16	12.8	212	59.49	96.53	17.63
SLC16A11	51.13	25.62	209.21	39.14	57.65	29.83	98.88	36.26	12.86	15.44	19.15	17.22	33.5	9.41	22.94	21.24
SURF6	25.1	23.44	97.26	19.25	29.52	211.66	31.58	21.34	12.79	17.32	40.51	9.31	59.98	36.77	48.65	15.02
SDR39U1	19.9	18.24	97.28	15.18	39.7	211.86	23.14	31.95	12.79	25.36	29.08	9.31	59.65	37.45	49.29	19.55
AC004878.8	41.2	25.62	21.19	19.35	28.57	205.89	49.55	16.86	23.22	15.27	32.21	10.72	61.27	36.42	97.02	11.64
MSRB3	13.07	21.26	35.64	9.47	18.93	40.31	17.15	48.8	24.78	28.48	31.95	15.44	96.74	212.01	60.51	24.83
RAMP2-AS1	31.65	60.65	23.32	25.14	41.15	205.81	48.69	17.52	14.39	19.13	29.8	10.89	100.54	35.74	21.31	11.87
ZMYM6NB	25.39	48.68	40.26	32.01	36.25	9.02	15.16	19.27	13.07	23.42	29.34	17.19	210.44	98.26	59.3	21.63
LINC01138	97.29	48.04	41.53	21.37	32.07	9.02	212.02	60.3	17.36	19.37	23.84	15.06	36.25	12.79	28.68	24.58
ZNF571-AS1	21.14	42.23	28.28	47.7	101.66	9.02	207.18	35.91	15.16	25.59	17.23	19.63	23.1	60.34	9.02	32.29
IGLL5	21.26	25.02	17.01	60.78	96.82	211.32	23.52	12.77	19.35	29.18	32.17	15.14	48.02	35.91	9.02	41.34
CAMKK1	23.24	15.96	49.31	17.21	20.48	53.01	29.79	9.36	41.68	35.96	105.69	13.21	203.57	25.44	19.49	31.7
PBX2	15.15	17.18	94.76	12.79	21.2	211.56	19.27	9.31	30.59	36.54	42.94	23.22	25.36	49.09	60.01	30.45
SLC4A3	17.61	32.39	40.87	9.02	9.02	48.38	19.12	36	21.31	28.39	25.8	22.97	97.28	60.3	211.84	14.97
GRAMD1B	17.41	20.44	203.62	9.37	15	25.11	20.1	12.88	28.82	48.68	32.61	23.17	60.29	105.61	40.52	35.93
ACTR6	25.53	21.2	211.99	15.02	32.03	97.12	28.84	36.04	12.79	19.27	23.22	9.31	41.11	48.68	60.25	17.3
